NASA GSFC mascons: Time array file
Solution name: GSFC.glb.200301_201607_v02.4-ICE6G
Contact: Bryant.D.Loomis@nasa.gov; Scott.B.Luthcke@nasa.gov
Number of monthly solutions: 148
Column 1: Middle day in solution window [integer year]
Column 2: Middle day in solution window [day of year]
Column 3: Middle day in solution window [decimal year]
Column 4: Middle day in solution window [days past Jan 0, 2002]
Column 5: First day in solution window [days past Jan 0, 2002]
Column 6: Last day in solution window [days past Jan 0, 2002]
Column 7: Number of days in solution window
2005 105.5 2005.2863 1201.5 1187.0 1216.0 30 30
2005 136.0 2005.3699 1232.0 1217.0 1247.0 31 31
2005 166.5 2005.4534 1262.5 1248.0 1277.0 30 30
2005 197.0 2005.5370 1293.0 1278.0 1308.0 29 31
2005 228.0 2005.6219 1324.0 1309.0 1339.0 31 31
2005 258.5 2005.7055 1354.5 1340.0 1369.0 30 30
2005 289.0 2005.7890 1385.0 1370.0 1400.0 31 31
2005 319.5 2005.8726 1415.5 1401.0 1430.0 30 30
2005 349.5 2005.9548 1445.5 1431.0 1460.0 23 30
2006  16.0 2006.0411 1477.0 1462.0 1492.0 31 31
2006  45.5 2006.1219 1506.5 1493.0 1520.0 28 28
2006  75.0 2006.2027 1536.0 1521.0 1551.0 30 31
2006 105.5 2006.2863 1566.5 1552.0 1581.0 30 30
2006 136.0 2006.3699 1597.0 1582.0 1612.0 31 31
2006 166.5 2006.4534 1627.5 1613.0 1642.0 28 30
2006 197.0 2006.5370 1658.0 1643.0 1673.0 31 31
2006 228.0 2006.6219 1689.0 1674.0 1704.0 30 31
2006 259.0 2006.7068 1720.0 1706.0 1734.0 28 29
2006 289.0 2006.7890 1750.0 1735.0 1765.0 31 31
2006 319.5 2006.8726 1780.5 1766.0 1795.0 30 30
2006 350.0 2006.9562 1811.0 1796.0 1826.0 28 31
2007  16.0 2007.0411 1842.0 1827.0 1857.0 29 31
2007  45.0 2007.1205 1871.0 1858.0 1884.0 26 27
2007  75.0 2007.2027 1901.0 1886.0 1916.0 31 31
2007 105.5 2007.2863 1931.5 1917.0 1946.0 28 30
2007 136.0 2007.3699 1962.0 1947.0 1977.0 29 31
2007 166.5 2007.4534 1992.5 1978.0 2007.0 30 30
2007 197.0 2007.5370 2023.0 2008.0 2038.0 31 31
2007 228.0 2007.6219 2054.0 2039.0 2069.0 31 31
2007 258.5 2007.7055 2084.5 2070.0 2099.0 30 30
2007 291.0 2007.7945 2117.0 2104.0 2130.0 27 27
2007 319.5 2007.8726 2145.5 2131.0 2160.0 28 30
2007 350.0 2007.9562 2176.0 2161.0 2191.0 29 31
2008  16.0 2008.0410 2207.0 2192.0 2222.0 31 31
2008  46.0 2008.1230 2237.0 2223.0 2251.0 27 29
2008  76.0 2008.2049 2267.0 2252.0 2282.0 31 31
2008 106.5 2008.2883 2297.5 2283.0 2312.0 30 30
2008 137.0 2008.3716 2328.0 2313.0 2343.0 31 31
2008 167.5 2008.4549 2358.5 2344.0 2373.0 30 30
2008 198.0 2008.5383 2389.0 2374.0 2404.0 30 31
2008 229.0 2008.6230 2420.0 2405.0 2435.0 31 31
2008 259.5 2008.7063 2450.5 2436.0 2465.0 30 30
2008 290.0 2008.7896 2481.0 2466.0 2496.0 30 31
2008 320.5 2008.8730 2511.5 2497.0 2526.0 29 30
2008 350.5 2008.9549 2541.5 2527.0 2556.0 30 30
2009  16.0 2009.0411 2573.0 2558.0 2588.0 30 31
2009  45.5 2009.1219 2602.5 2589.0 2616.0 28 28
2009  75.0 2009.2027 2632.0 2617.0 2647.0 31 31
2009 105.5 2009.2863 2662.5 2648.0 2677.0 30 30
2009 136.0 2009.3699 2693.0 2678.0 2708.0 31 31
2009 166.5 2009.4534 2723.5 2709.0 2738.0 29 30
2009 196.5 2009.5356 2753.5 2739.0 2768.0 30 30
2009 228.0 2009.6219 2785.0 2770.0 2800.0 31 31
2009 258.5 2009.7055 2815.5 2801.0 2830.0 30 30
2009 289.0 2009.7890 2846.0 2831.0 2861.0 31 31
2009 319.5 2009.8726 2876.5 2862.0 2891.0 30 30
2009 350.0 2009.9562 2907.0 2892.0 2922.0 30 31
2010  16.0 2010.0411 2938.0 2923.0 2953.0 31 31
2010  45.5 2010.1219 2967.5 2954.0 2981.0 28 28
2010  75.0 2010.2027 2997.0 2982.0 3012.0 29 31
2010 105.5 2010.2863 3027.5 3013.0 3042.0 30 30
2010 136.0 2010.3699 3058.0 3043.0 3073.0 31 31
2010 166.5 2010.4534 3088.5 3074.0 3103.0 28 30
2010 197.0 2010.5370 3119.0 3104.0 3134.0 31 31
2010 228.0 2010.6219 3150.0 3135.0 3165.0 31 31
2010 258.5 2010.7055 3180.5 3166.0 3195.0 30 30
2010 289.0 2010.7890 3211.0 3196.0 3226.0 31 31
2010 319.5 2010.8726 3241.5 3227.0 3256.0 30 30
2010 348.0 2010.9507 3270.0 3257.0 3283.0 26 27
2011  49.5 2011.1329 3336.5 3327.0 3346.0 20 20
2011  75.0 2011.2027 3362.0 3347.0 3377.0 31 31
2011 105.5 2011.2863 3392.5 3378.0 3407.0 30 30
2011 136.0 2011.3699 3423.0 3408.0 3438.0 31 31
2011 199.5 2011.5438 3486.5 3474.0 3499.0 25 26
2011 228.0 2011.6219 3515.0 3500.0 3530.0 31 31
2011 258.5 2011.7055 3545.5 3531.0 3560.0 30 30
2011 289.0 2011.7890 3576.0 3561.0 3591.0 30 31
2011 304.0 2011.8301 3591.0 3576.0 3606.0 30 31
2011 364.0 2011.9945 3651.0 3639.0 3663.0 25 25
2012  16.0 2012.0410 3668.0 3653.0 3683.0 31 31
2012  46.0 2012.1230 3698.0 3684.0 3712.0 29 29
2012  76.0 2012.2049 3728.0 3713.0 3743.0 30 31
2012  94.5 2012.2555 3746.5 3732.0 3761.0 30 30
2012 167.0 2012.4536 3819.0 3805.0 3833.0 29 29
2012 198.0 2012.5383 3850.0 3835.0 3865.0 31 31
2012 229.0 2012.6230 3881.0 3866.0 3896.0 31 31
2012 257.0 2012.6995 3909.0 3897.0 3921.0 24 25
2012 323.5 2012.8811 3975.5 3964.0 3987.0 23 24
2012 351.0 2012.9563 4003.0 3988.0 4018.0 29 31
2013  16.0 2013.0411 4034.0 4019.0 4049.0 31 31
2013  44.5 2013.1192 4062.5 4050.0 4075.0 26 26
2013 110.5 2013.3000 4128.5 4119.0 4138.0 20 20
2013 136.0 2013.3699 4154.0 4139.0 4169.0 30 31
2013 166.5 2013.4534 4184.5 4170.0 4199.0 30 30
2013 197.0 2013.5370 4215.0 4200.0 4230.0 31 31
2013 289.5 2013.7904 4307.5 4293.0 4322.0 30 30
2013 319.5 2013.8726 4337.5 4323.0 4352.0 30 30
2013 350.0 2013.9562 4368.0 4353.0 4383.0 28 31
2014   8.5 2014.0205 4391.5 4384.0 4399.0 16 16
2014  75.5 2014.2041 4458.5 4444.0 4473.0 30 30
2014 105.5 2014.2863 4488.5 4474.0 4503.0 26 30
2014 136.0 2014.3699 4519.0 4504.0 4534.0 30 31
2014 163.5 2014.4452 4546.5 4535.0 4558.0 24 24
2014 228.5 2014.6233 4611.5 4597.0 4626.0 28 30
2014 258.5 2014.7055 4641.5 4627.0 4656.0 29 30
2014 289.0 2014.7890 4672.0 4657.0 4687.0 31 31
2014 319.5 2014.8726 4702.5 4688.0 4717.0 30 30
2015  22.0 2015.0575 4770.0 4761.0 4779.0 18 19
2015  45.5 2015.1219 4793.5 4780.0 4807.0 25 28
2015  75.5 2015.2041 4823.5 4809.0 4838.0 30 30
2015 105.5 2015.2863 4853.5 4839.0 4868.0 30 30
2015 115.5 2015.3137 4863.5 4850.0 4877.0 28 28
2015 197.0 2015.5370 4945.0 4930.0 4960.0 17 31
2015 228.0 2015.6219 4976.0 4961.0 4991.0 31 31
2015 257.0 2015.7014 5005.0 4992.0 5018.0 27 27
2015 357.5 2015.9767 5105.5 5095.0 5116.0 21 22
2016  16.0 2016.0410 5129.0 5117.0 5141.0 24 25
2016  44.5 2016.1189 5157.5 5142.0 5173.0 32 32
2016  75.0 2016.2022 5188.0 5174.0 5202.0 29 29
2016 142.0 2016.3852 5255.0 5245.0 5265.0 21 21
2016 167.5 2016.4549 5280.5 5266.0 5295.0 29 30
2016 197.0 2016.5355 5310.0 5296.0 5324.0 29 29
